,character_list,dialogue_list,episode_code,word_count
4442,Iroh, My pleasure. Sharing tea with a fascinating stranger is one of life's true delights.,208,14.0
4443,Toph," No, thank you for what you said. It helped me.",208,10.0
4444,Iroh, I'm glad.,208,2.0
4445,Toph," Oh, and about your nephew? Maybe you should tell him that you need  too.",208,14.0
4446,Azula, Do you really want to fight me?,208,7.0
4447,Zuko," Yes,  I really do.",208,4.0
4448,Aang, Zuko!,208,1.0
4449,Azula," I was wondering when you'd show up, Zuzu.",208,8.0
4450,Aang,   ,208,0.0
4451,Zuko," Back off, Azula! He's mine!",208,5.0
4452,Azula, I'm not going anywhere.,208,4.0
4453,Aang, Katara!,208,1.0
4454,Zuko, Uncle...,208,1.0
4455,Iroh, Get up!,208,2.0
4456,Toph, I thought you guys could use a little help.,208,9.0
4457,Katara,  Thanks.,208,1.0
4458,Azula," Well, look at this. Enemies and traitors all working together. I'm done.  I know when I'm beaten. You got me. A princess surrenders with honor.",208,25.0
4459,Zuko, Get away from us!,208,4.0
4460,Katara," Zuko, I can help!",208,4.0
4461,Zuko, Leave!,208,1.0
4462,Aang," Oh, you're still sleeping, huh?  Today's the day! Can you believe it? After all that time searching for a teacher, I'm finally starting earthbending! And this place... i-it's perfect! Don't you think, Sokka?",209,33.0
4463,Toph," Good morning, earthbending student!",209,4.0
4464,Aang," Good morning, sifu Toph.",209,4.0
4465,Katara,  Hey... you never call me sifu Katara.,209,7.0
4466,Aang," Well, if you think I should...",209,6.0
4467,Toph," Sorry, snoozles. We'll do our earthbending as quietly as we can.",209,11.0
4468,Aang, So what move are you going to teach me first? Rockalanche?  The trembler?  Oh! Maybe I can learn to make a whirlpool out of land!,209,25.0
4469,Toph," Let's start with ""move a rock"".",209,6.0
4470,Aang, Sounds good! Sounds good!,209,4.0
4471,Toph," The key to earthbending is your stance.  You've got to be steady and strong. Rock is a stubborn element.  If you're going to move it, you've got to be like a rock yourself. ",209,33.0
4472,Aang, Like a rock. Got it.,209,5.0
4473,Toph," Good. Now the actual motion of this one is pretty simple.  Okay, you ready to give it a try?",209,19.0
4474,Aang, I'm ready.,209,2.0
4475,Sokka, Rock beats airbender!,209,3.0
4476,Lu Ten,"  I got you, dad!",209,4.0
4477,Iroh," My beloved Lu Ten, I will see you again.",209,9.0
4478,Zuko, You were unconscious. Azula did this to you.   Uncle!,209,9.0
4479,Iroh," Somehow, that's not so surprising.",209,5.0
4480,Zuko, I hope I made it the way you like it.,209,10.0
4481,Iroh," Mmm, good.  That was very, uhh... bracing!",209,7.0
4482,Zuko," So uncle, I've been thinking. It's only a matter of time before I run into Azula again. I'm going to need to know more advanced firebending if I want to stand a chance against her. I know what you're going to say",209,42.0
4483,Iroh," No, she's crazy and she needs to go down.  It's time to resume your training.",209,15.0
4484,Katara, I don't understand what went wrong.  He did it exactly the way you did.,209,14.0
4485,Aang, Maybe there's another way.  What if I came at the boulder from a different angle?,209,15.0
4486,Toph," No, that's the problem. You've got to stop thinking like an airbender.  There's no different angle, no clever solution, no trickity trick that's going to move that rock.  You've got to face it head on. And when I say head on, I mean like this!",209,45.0
4487,Aang, Whoa!,209,1.0
4488,Katara," I've been training Aang for a while now. He really responds well to a positive teaching experience. Lots of encouragement and praise. Kind words. If he's doing something wrong, maybe a gentle nudge in the right direction. ",209,37.0
4489,Toph," Rocklike!  Thanks, Katara. A gentle nudge. I'll try that.  Keep your knees high, twinkletoes!",209,14.0
4490,Sokka," Gotcha!  You are a lucky little meat creature.  You're awfully cute, but unfortunately for you, you're made of meat. Just a bit closer...",209,23.0
4491,Iroh," Lightning is a pure expression of firebending, without aggression. It is not fueled by rage or emotion the way other firebending is. Some call lightning the cold-blooded fire.  It is precise and deadly, like Azula. To perform the technique requires peace of mind.",209,43.0
4492,Zuko, I see. That's why we're drinking tea,209,7.0
4493,Iroh," There is energy all around us.  The energy is both yin and yang; positive energy and negative energy.  Only a select few firebenders can separate these energies. This creates an imbalance. The energy wants to restore balance and in a moment the positive and negative energy come crashing back together.  You provide release and guidance, creating lightning.  Oh yeah, good point! I mean, yes.",209,64.0
4494,Zuko, I'm ready to try it! ,209,5.0
4495,Iroh,"  Remember, once you separate the energy, you do not command it. You are simply its humble guide. Breathe first.",209,19.0
4496,Toph," This time we're going to try something a little different. Instead of moving a rock, you're going to stop a rock.  Get in your horse stance! I'm going to roll that boulder down at you.  If you have the attitude of an earthbender, you'll stay in your stance and stop the rock.  Like this.",209,54.0
4497,Katara," Sorry, Toph, but are you sure this is really the best way to teach Aang earthbending?",209,16.0
4498,Toph," I'm glad you said something.  Actually, there is a better way.  This way he'll really have to sense the vibrations of the boulder to stop it. Thank you, Katara!",209,29.0
4499,Aang,"  Yeah, thanks Katara!",209,3.0
4500,Katara,  Heh.,209,1.0
4501,Aang, I guess I just panicked. I don't know what to say.,209,11.0
4502,Toph, There's nothing to say. You blew it. You had a perfect stance and perfect form but when it came right down to it you didn't have the guts. ,209,28.0
4503,Aang, I know. I'm sorry.,209,4.0
4504,Toph," Yeah, you are sorry. If you're not tough enough to stop the rock, then you could at least give it the pleasure of smushing you instead of jumping out of the way like a jelly-boned wimp! Now, do you have what it takes to face that rock like an earthbender?! ",209,50.0
4505,Aang,  No. I don't think I do.,209,6.0
4506,Katara," Aang, it's no big deal. You'll take a break and try earthbending again when you're ready. Besides, you still have a lot of waterbending to work on, okay?",209,28.0
4507,Aang, Yeah... that sounds good.,209,4.0
4508,Toph," Yeah, whatever, go splash around until you feel better. ",209,9.0
4509,Zuko," Why can't I do it? Instead of lightning, it keeps exploding in my face! Like everything always does!",209,18.0
4510,Iroh, I was afraid this might happen. You will not be able to master lightning until you have dealt with the turmoil inside you.,209,23.0
4511,Zuko,  What turmoil?,209,2.0
4512,Iroh," Zuko, you must let go of your feelings of shame if you want your anger to go away.",209,18.0
4513,Zuko, But I don't feel any shame at all! I'm as proud as ever!,209,13.0
4514,Iroh," Prince Zuko, pride is not the opposite of shame, but its source. True humility is the only antidote to shame.",209,20.0
4515,Zuko, Well... my life has been nothing but humbling lately. ,209,9.0
4516,Iroh," I have another idea. I will teach you a firebending move that even Azula doesn't know, because I made it up myself!",209,22.0
4517,Sokka," I admit it. You're cute.  Okay, you've convinced me. If I get out of this alive, it's a comically correct vegetarian existence for me. No meat. Even though meat is   You probably think I deserve this, don't you?  Look, I'm sorry I hunted you, but that's just the natural order of things! Big things eat smaller things, nothing personal. But this time it didn't work out that way.",209,68.0
4518,Katara," You know this block you're having is only temporary, right?",209,10.0
4519,Aang,  I don't want to talk about it.,209,7.0
4520,Katara," You do know that's the problem, don't you? If you face this issue instead of avoiding it...",209,17.0
4521,Aang,"  I know I know I know I know, I get it, alright!  I need to face it head-on, like a rock. But I just can't do it! I don't know why I can't, but I can't.",209,36.0
4522,Katara," Aang, if fire and water are opposites, then what's the opposite of air?",209,13.0
4523,Aang, I guess it's earth.,209,4.0
4524,Katara, Excellent. You have the reflexes of a waterbending master.  That's why it's so hard for you to get this.  You're working with your natural opposite. But you'll figure it out.  I know you will.  Think fast!,209,36.0
4525,Aang," Thanks, Katara.  Katara.",209,3.0
4526,Iroh," Fire is the element of power. The people of the Fire Nation have desire and will, and the energy and drive to achieve what they want. Earth is the element of substance. The people of the Earth Kingdom are diverse and strong. They are persistent and enduring. Air is the element of freedom. The Air Nomads detached themselves from worldly concerns and found peace and freedom. Also, they apparently had pretty good senses of humor!  Water is the element of change. The people of the Water Tribe are capable of adapting to many things. They have a deep sense of community and love that holds them together through anything.",209,109.0
4527,Zuko, Why are you telling me these things?,209,7.0
4528,Iroh," It is important to draw wisdom from many different places. If we take it from only one place, it becomes rigid and stale.  Understanding others, the other elements, and the other nations will help you become whole.",209,37.0
4529,Zuko, All this four elements talk is sounding like Avatar stuff.,209,10.0
4530,Iroh," It is the combination of the four elements in one person that makes the Avatar so powerful. But, it can make you more powerful too.  You see, the technique I am about to teach you is one I learned by studying the waterbenders.",209,43.0
4531,Toph," Aang! I found these nuts in your bag.  I figured you wouldn't mind. And besides, even if you did, you're too much of a pushover to do anything about it.",209,30.0
4532,Aang," As a matter of fact, I don't mind. I'm happy to share anything I have.",209,15.0
4533,Toph," You know, I'm really glad you feel that way, because I also have this great new nutcracker.",209,17.0
4534,Aang," Actually, I'd prefer if you didn't...  That's an antique, hand crafted by the monks...  It's a delicate instrument!",209,18.0
4535,Toph,  It's not the only delicate instrument around here.,209,8.0
4536,Aang, Ohmmmm...,209,1.0
4537,Katara," Hey Aang, have you seen...",209,5.0
4538,Aang,  Meditating here!,209,2.0
4539,Katara, It's important. It's almost sundown and Sokka isn't back yet. I think we should search for him.,209,17.0
4540,Aang, We'll find him faster if we split up.,209,8.0
4541,Sokka," Aang! Thank goodness! Have you got any meat?  Okay, karma person or thing, whoever's in charge of this stuff, if I can just get out of this situation alive, I will give up meat and sarcasm. Okay? OW!  That's all I got! It's pretty much my whole identity! Sokka, the meat and sarcasm guy!  But I'm willing to be Sokka the veggies and straight talk fellow! ...Deal?",209,67.0
4542,Aang, Sokka! Are you okay?,209,4.0
4543,Sokka,"  Stop, stop! You're going to pull my fingers off and I don't think the rest of me is coming! ",209,19.0
4544,Aang,  Hmm... I bet I can airbend you out of here.,209,10.0
4545,Sokka," Seriously, Aang, I know you're new at it, but I could use a little earthbending here. How about it?",209,19.0
4546,Aang,  I can't. I can't do it.,209,6.0
4547,Sokka,"  If you can't earthbend me out of here, go get Toph.",209,11.0
4548,Aang, I can't do that either.,209,5.0
4549,Sokka, You can't? Why not?,209,4.0
4550,Aang, It would just be really... uncomfortable.,209,6.0
4551,Sokka," Uncomfortable?  Well, I wouldn't want to make you feel uncomfortable.",209,10.0
4552,Aang," Thanks, Sokka.  This whole earthbending thing really has me confused. There's so much pressure. Everyone expects me to get it right away. It puts me in a really awkward position.",209,30.0
4553,Sokka, Awkward position... I think I know the feeling.,209,8.0
4554,Aang," If I try, I fail. But if I don't try, I'm never going to get it. I feel like I'm caught between a rock and a hard place.",209,28.0
4555,Sokka," Hmm. How about that.  Aang, this is my friend Foo Foo Cuddlypoops. Foo Foo Cuddlypoops, Aang.",209,16.0
4556,Aang," Aww, what a cute name for a little baby sabertooth mooselion cub. ",209,12.0
4557,Sokka, Really? He looks nothing like a sabertooth mooselion.,209,8.0
4558,Aang," It's hard to tell before their giant teeth and horns grow in. Whatcha doin' out here, little guy? Did you lose your mama?",209,23.0
4559,Iroh," Waterbenders deal with the flow of energy. A waterbender lets their defense become their offense, turning their opponents' energy against them. I learned a way to do this with lightning.",209,30.0
4560,Zuko,  You can teach me to redirect lightning?,209,7.0
4561,Iroh," If you let the energy in your own body flow, the lightning will follow it.  You must create a pathway from your fingertips up your arm to your shoulder and down into your stomach.  The stomach is the source of energy in your body. It is called the sea of chi. Only in my case, it is more like a vast ocean.  You direct it up again and out the other arm.  The stomach detour is critical. You must not let the lightning pass through your heart  or the damage could be deadly. You may wish to try a physical motion to get a feel for the pathway's flow. Like this.  Now, are you focusing your energy Can you feel your own chi flowing in, down, up, and out?",209,129.0
4562,Zuko, I think so. ,209,3.0
4563,Iroh, Excellent! You've got it!  Come on. You've got to feel the flow.,209,12.0
4564,Zuko, Great! I'm ready to try it with real lightning!,209,9.0
4565,Iroh," What, are you crazy? Lightning is very dangerous.",209,8.0
4566,Zuko,  I thought that was the point,209,6.0
4567,Iroh,"  But I'm not going to shoot lightning at you!  If you are lucky, you will never have to use this technique at all.",209,23.0
4568,Zuko," Well, if you won't help me, I'll find my own lightning.",209,11.0
4569,Aang,"  Hey, there... we found your cub!  See? We have no problem with you! We're friendly. ",209,15.0
4570,Sokka," This is really bad!  Please, Aang! You have to earthbend me out, there's no other way!   Aang, this is bad! You gotta get me outta here! ",209,26.0
4571,Aang, Oh no!  Whoo-hoo! Look at me!,209,6.0
4572,Sokka,  Please don't leave me again.,209,5.0
4573,Aang,  I won't.,209,2.0
4574,Sokka, What are you doing here?,209,5.0
4575,Toph, Just enjoying the show.,209,4.0
4576,Aang, What? You were there the whole time? ,209,7.0
4577,Toph, Pretty much.,209,2.0
4578,Aang,  Why didn't you do something? Sokka was in trouble! I was in trouble! You could've gotten him out and helped us get away!,209,23.0
4579,Toph, I guess it just didn't occur to me.,209,8.0
4580,Aang,  Enough! I want my staff back!,209,6.0
4581,Toph, Do it now.,209,3.0
4582,Aang,  What?,209,1.0
4583,Toph," Earthbend, twinkletoes. You just stood your ground against a crazy beast, and even more impressive, you stood your ground against me. You've got the stuff.",209,25.0
4584,Aang, But...,209,1.0
4585,Toph,  You did it! You're an earthbender.  DO IT!,209,8.0
4586,Aang,  I can't believe it! ,209,4.0
4587,Sokka," Aww, this is really a wonderful, touching moment. So, could you get me out of her so I can give you both a big, snuggly hug?",209,26.0
4588,Aang," No problem, Sokka!",209,3.0
4589,Toph," Actually, you should probably let me do that. You're still a little new to this. You might accidentally crush him.",209,20.0
4590,Sokka," Yeah, no crushing, please.",209,4.0
4591,Katara, You found him! ,209,3.0
4592,Sokka," The whole time that I was in that hole, not knowing if I would live or die, it makes a man think about what's really important. I realized...",209,28.0
4593,Aang,"  Hey, Katara, look what I can do!",209,7.0
4594,Katara," You did it! I knew you would!  You tried the positive reinforcement, didn't you?",209,14.0
4595,Toph, Yep. It worked wonders.,209,4.0
4596,Aang, Appa! Appa! I can earthbend now! The key is being completely rooted! Physically and mentally unmovable! ,209,16.0
4597,Zuko,"  You've always thrown everything you could at me! Well, I can take it! And now I can give it back!  Come on! Strike me! You've never held back before! ",209,29.0
4598,Sokka,  What's out here? ,210,3.0
4599,Toph,  A lot actually. There's hundreds of little-,210,7.0
4600,Aang,"  Heheheha, yeah!  Shhh! I know you can see underground, but don't ruin the surprise. Just watch.",210,16.0
4601,Sokka," This is great and all, but don't we have more important things to worry about? We should be making plans.   Orchestra, huh? Well la dee da.",210,26.0
4602,Toph, We did make plans. We're all picking mini-vacations.,210,8.0
4603,Sokka, There's no time for vacations.,210,5.0
4604,Aang,  I'm learning the elements as fast as I can.  I practice hard everyday with Toph and Katara. I've been training my arrows off.,210,23.0
4605,Katara, Yeah. What's wrong with having a little fun in our downtime?,210,11.0
4606,Sokka,"  Even if you do master all of the elements, then what? It's not like we have a map of the fire nation. Should we just head west until we reach the Fire Lord's house?  Knock, knock! Hello, Fire Lord? Anybody home?  I don't think so. We need some intelligence if we're gonna win this war.",210,55.0
4607,Katara," Alright, we'll finish our vacations, and then we'll look for Sokka's intelligence.",210,12.0
4608,Aang,"  Your turn, Katara.  Where would you like to go on your mini-vacation? ",210,12.0
4609,Katara,  How about the Misty Palms Oasis? That sounds refreshing.,210,9.0
4610,Aang," Must have changed ownership since I was here.   Oh yeah, I've been there. It's a pristine natural ice spring, and I usually don't use the word pristine. It's one of nature's wonders.",210,32.0
4611,Professor Zei," One mango, please.",210,3.0
4612,Sokka,  Excuse me!  I don't see anything wrong with having one of those fruity beverages while we plan our strategy.,210,19.0
4613,Aang,"  No worries, I clean up easy.",210,6.0
4614,Professor Zei,  You're a living relic!,210,4.0
4615,Aang, Thanks. I try.,210,3.0
4616,Professor Zei," An Air Nomad, right in front of me.  Professor Zei, head of anthropology at Ba Sing Se University.  Tell me, which of the Air temples do you hail from? ",210,29.0
4617,Aang, The southern temple.,210,3.0
4618,Professor Zei,"  Oh, splendid! Now tell me, what was the primary agricultural product of your people?",210,14.0
4619,Aang,"  Uh, are fruit pies an agricultural product?",210,7.0
4620,Professor Zei,"  Oh, truly fascinating. That is one for the journal.",210,9.0
4621,Sokka," So professor, you're obviously a well traveled guy. Do you have a more current map? Ours seems to be a little dated.",210,22.0
4622,Professor Zei, Certainly.,210,1.0
4623,Sokka," What, no Fire Nation?  Doesn't anybody have a good map of that place?",210,13.0
4624,Katara,  You've made a lot of trips into the desert.,210,9.0
4625,Professor Zei,"  All in vain, I'm afraid.  I've found lost civilizations all over the Earth Kingdom,  but I haven't managed to find the crown jewel... Wan Shi Tong's Library.",210,27.0
4626,Toph, You spent years walking through the desert to find some guy's library? ,210,12.0
4627,Professor Zei," This library is more valuable than gold, little lady.  It is said to contain a vast collection of knowledge, and knowledge... is priceless.",210,23.0
4628,Toph,"  Mm, sounds like good times.",210,5.0
4629,Professor Zei," Oh, it is. According to legend, it was built by the great knowledge spirit, Wan Shi Tong, with the help of his foxy knowledge seekers.",210,25.0
4630,Sokka," Oh, so this spirit has attractive assistants, huh?",210,8.0
4631,Katara,"  I think he means they look like actual foxes, Sokka.",210,10.0
4632,Professor Zei,"  You're both right. Handsome little creatures.  Wan Shi Tong and his knowledge seekers collected books from all over the world, and put them on display for mankind to read, so that we might better ourselves.",210,35.0
4633,Sokka," If this place has books from all over the world, do you think they've got info on the Fire Nation? A map maybe?",210,23.0
4634,Professor Zei," I wouldn't know, but if such a thing exists, it's in Wan Shi Tong's Library.",210,15.0
4635,Sokka," Then it's settled.  Aang, I do believe it's my turn. I'd like to spend my vacation  AT THE LIBRARY!",210,19.0
4636,Toph,"  Uh, hey? What about me? When do I get to pick?",210,11.0
4637,Sokka,  You gotta work here a little longer before you qualify for vacation time.,210,13.0
4638,Professor Zei," Of course there's the matter of finding it. I've made several trips into the Si Wong Desert, and almost died each time. I'm afraid that desert's impossible to cross.",210,29.0
4639,Sokka," Professor, would you like to see our sky bison?",210,9.0
4640,Professor Zei,  Sandbenders! Shoo! Away from the bison!   A sky bison? You actually have one? ,210,13.0
4641,Aang," Wow, shouldn't be too hard to find a place like this out here.",210,13.0
4642,Toph,"  Aw, does this place even exist?",210,6.0
4643,Professor Zei,  Some say it doesn't.,210,4.0
4644,Toph,  There it is!  Shouldn't you have mentioned that before? ,210,9.0
4645,Katara, It shouldn't be this hard to spot a giant ornate building from the air.,210,14.0
4646,Sokka, Down there. What's that?,210,4.0
4647,Katara,  Forget it. It's obviously not what we're looking for. The building in this drawing is enormous.,210,16.0
4648,Sokka, What kind of animal is that?,210,6.0
4649,Professor Zei," Oh, we must be close to the library!  I think that was one of the knowledge seekers.",210,17.0
4650,Sokka,"  It's completely buried.  No, this  the library.  Look!",210,8.0
4651,Professor Zei,  My life's ambition is now full of sand.   The library is buried! ,210,12.0
4652,Toph,"  Actually,  that won't be necessary. The inside seems to be completely intact, and it's huge.",210,15.0
4653,Sokka, That fox thingy went in through a window. I say we climb up there and give it a look.,210,19.0
4654,Toph, I say you guys go ahead without me.,210,8.0
4655,Katara, You got something against libraries?,210,5.0
4656,Toph," I've held books before, and I gotta tell you, they don't exactly do it for me.",210,16.0
4657,Katara," Oh, right. Sorry.",210,3.0
4658,Toph, Let me know if they have something you can listen to.,210,11.0
4659,Aang,  Don't worry buddy. I'm not making you go underground ever again. You can stay out here with Toph.,210,18.0
4660,Toph, What's up?,210,2.0
4661,Professor Zei," Look at those beautiful buttresses!   Oh, it's breath taking. The spirits spared no expense designing this place.",210,17.0
4662,Aang, Nothing. We just like architecture.,210,5.0
4663,Professor Zei,  My word!    As do I.,210,5.0
4664,Owl, I know you're back there.,210,5.0
4665,Professor Zei,"  Hello! I'm Professor Zei, head of anthropology at Ba Sing Se University.",210,12.0
4666,Owl," You should leave the way you came,  unless you want to become a stuffed head of anthropology.",210,17.0
4667,Sokka, Are you the spirit who brought this library to the physical world?,210,12.0
4668,Owl," Indeed, I am Wan Shi Tong, he who knows 10,000 things. And you are obviously humans, which by the way are no longer permitted in my study.",210,27.0
4669,Aang, What do you have against humans?,210,6.0
4670,Wan Shi Tong," So,  who are you trying to destroy?  Hmm, humans only bother learning things to get the edge on other humans,  like that firebender who came to this place a few years ago, looking to destroy his enemy.",210,37.0
4671,Sokka,"  What? Oh, no, no, no destroying, we're not into that.",210,10.0
4672,Wan Shi Tong,  Then why have you come here?,210,6.0
4673,Sokka,"  Um, knowledge, for, knowledge's sake.",210,5.0
4674,Wan Shi Tong," If you're going to lie to an all-knowing spirit being, you should at least put some effort into it.",210,19.0
4675,Sokka," I'm not lying. I'm here with the Avatar,  and he's the bridge between our worlds, he'll vouch for me. ",210,19.0
4676,Aang," Ow.  Uh, yeah, I'll vouch. We will not abuse the knowledge in your library, good spirit.  You have my word.",210,20.0
4677,Wan Shi Tong," Hmm, very well. I'll let you peruse my vast collection, on one condition.  To prove your worth as scholars, you have to contribute some worthwhile knowledge.",210,26.0
4678,Professor Zei, Please accept this tome as a donation to your library.,210,10.0
4679,Wan Shi Tong," First edition, very nice.",210,4.0
4680,Katara, I have an authentic waterbending scroll.,210,6.0
4681,Wan Shi Tong, Oh... these illustrations are quite stylish.,210,6.0
4682,Aang," Uh, oh, I know!  Ha! ",210,5.0
4683,Wan Shi Tong, I suppose that counts.,210,4.0
4684,Sokka," It's a special knot! That counts as knowledge.  Oh, great spirit,  check this out!  Ta da!",210,16.0
4685,Wan Shi Tong," Enjoy the library.   You're not very bright, are you?",210,9.0
4686,Sokka, Bright enough to fool you.,210,5.0
4687,Toph," Of course, I'm more comfortable on the ground, where I can see. Well, I don't  the way you do. I feel the vibration in the ground with my feet,  but this sand is so loose and shifty, it makes everything look fuzzy.  So, you like flyin'?",210,46.0
4688,Aang," Hey, look at these weird lion turtle things.",210,8.0
4689,Sokka," </b>Eh, I've seen weirder.",210,4.0
4690,Katara," Aang, did you know in a past life, you were left handed?",210,12.0
4691,Aang, I always knew I was special.,210,6.0
4692,Sokka,"  The darkest day in Fire Nation history. It's got a date at the top, but it doesn't say anything else.",210,20.0
4693,Aang," Sokka, where are you going?",210,5.0
4694,Sokka, I want to know what happened to the Fire Nation on their darkest day. This could be promising.  The information on the Fire Nation should be right up here.,210,29.0
4695,Aang, Firebender.,210,1.0
4696,Katara, They destroyed everything having to do with the Fire Nation.,210,10.0
4697,Sokka," I need to know what happened on the darkest day.   That's so unfair!  Just when I think I'm one step ahead of the Fire Nation, it turns out they beat us here a long time ago.",210,36.0
4698,Professor Zei, Seems it's trying to assist you.,210,6.0
4699,Sokka," Um, sure, I'll guess I'll follow you.",210,7.0
4700,Professor Zei, This room is a true marvel. A mechanical wonder!  It's a planetarium that shows the heavens moving.,210,17.0
4701,Sokka," Uh, this is beautiful, but, how is it helpful?",210,9.0
4702,Katara," Maybe these dials represent dates and times.  Sokka, try entering that date from the parchment you took.",210,17.0
4703,Sokka," Shh! Katara!  Not in front of the fox, he's with the owl.",210,12.0
4704,Aang," Wow, I gotta hand it to you Sokka. You picked the best mini-vacation, for sure.",210,15.0
4705,Katara," Hey wait, what happened to the sun?",210,7.0
4706,Aang," Great, you must have broken it.",210,6.0
4707,Sokka,"  The sun is behind the moon, it's a solar eclipse! It's literally the darkest day in Fire Nation history. Now I get it!  Something awful happened on that day, I don't know what, but I do know why.  It's not broken.",210,41.0
4708,Katara," That makes sense.  I mean, think of what the lunar eclipse at the North Pole did to the waterbenders. This is huge.",210,22.0
4709,Sokka," We've got to get this information to the Earth King at Ba Sing Se. We'll wait for the next eclipse,  then we'll invade the Fire Nation when they're totally helpless. The Fire Lord is goin' down!   </b>Fine, you earned it.",210,40.0
4710,Wan Shi Tong, You betrayed my trust.  From the beginning you intended to misuse this knowledge for evil purposes.  Mortals are so predictable.  And such terrible liars.,210,24.0
4711,Sokka," You don't understand.  If anyone's evil, it's the Fire Nation. You saw what they did to your library. They're destructive and dangerous. We need this information.",210,26.0
4712,Wan Shi Tong," You think you're the first person to believe their war was justified?  Countless others before you have come here, seeking weapons or weaknesses or battle strategies.",210,26.0
4713,Aang,"  We had no choice. Please, we're just desperate to protect the people we love.",210,14.0
4714,Wan Shi Tong, And now I'm going to protect what I love.,210,9.0
4715,Aang, What are you doing?,210,4.0
4716,Wan Shi Tong, I'm taking my knowledge back. No one will ever abuse it again.,210,12.0
4717,Katara, He's sinking the building! We've gotta get out of here!,210,10.0
4718,Wan Shi Tong, I'm afraid I can't allow that.  You already know too much. ,210,11.0
4719,Toph," The library's sinking. The library's sinking!   I already told you, I don't want to snuggle.",210,15.0
4720,Professor Zei,"  Great knowledge spirit, I beg you. Do not destroy your vast collection of priceless tomes.",210,15.0
4721,Aang, We've gotta get back to the surface.,210,7.0
4722,Katara,"  Sokka, let's go!",210,3.0
4723,Sokka, But we still don't know when the next eclipse is gonna happen.,210,12.0
4724,Katara," Don't be stupid, we'll find out later.",210,7.0
4725,Sokka,"  Katara, take Momo and get out of here.  No, we won't.  If we leave this place we'll never get the information.  Aang, come with me to the planetarium, I need cover.",210,31.0
4726,Katara, But-,210,1.0
4727,Sokka, Go!,210,1.0
4728,Katara,"  Hurry, Sokka!",210,2.0
4729,Toph, Who's there?  What is it now?,210,6.0
4730,Aang, Why are we doing this? ,210,5.0
4731,Sokka," Because if this calendar can tell us about eclipses in the past, then maybe it can project when the next one will be. ",210,23.0
4732,Aang, You can't possibly check every single date.,210,7.0
4733,Sokka," I don't have to.  We just have to check every date before Sozin's comet arrives, because after that... Well, try not to think about that.",210,25.0
4734,Aang," Come on, eclipse!",210,3.0
4735,Sokka," Got it.  Now, let's get to Ba Sing Se.   That's it, the solar eclipse!  It's just a few months away.",210,20.0
4736,Toph," No, stop sinking!  Don't make me put this down.",210,9.0
4737,Wan Shi Tong,"  Your waterbending won't do you much good here. I've studied Northern Water Style, Southern Water Style, even Foggy Swamp Style.   At least I'll have one specimen to add to my collection.",210,31.0
4738,Sokka," Wait!  Professor, let's go!  That's called Sokka style.  Learn it!",210,10.0
4739,Professor Zei, I'm not leaving. I can't.  I've spent too long trying to find this place.  There's not another collection of knowledge like this on Earth.  I could spend an eternity in here.,210,31.0
4740,Katara, Just go!,210,2.0
4741,Sokka," We got it. There's a solar eclipse coming.  The Fire Nation's in trouble, now!",210,14.0
4742,Aang, Where's Appa?,210,2.0
4743,Aang,  How could you let them take Appa  Why didn't you stop them?!,211,12.0
4744,Toph, I couldn't! The library was sinking! You guys were still inside and -,211,13.0
4745,Aang, You could have come to get us! I could have saved him!,211,12.0
4746,Toph, I can hardly feel any vibrations out here. The sandbenders snuck upon me and there wasn't time for -,211,19.0
4747,Aang, You just didn't care! You never liked Appa! You wanted him gone!,211,12.0
4748,Katara," Aang, stop it. You know Toph did all she could. She saved our lives.",211,14.0
4749,Sokka, Who's going to save our lives now? We'll never make it out of here.,211,14.0
4750,Aang, That's all any of you guys care about,211,8.0
4751,Katara," We're all concerned, but we can't afford to be fighting now.",211,11.0
4752,Aang, I'm going after Appa.,211,4.0
4753,Katara," We'd better start walking. We're the only people who know about the solar eclipse. We have to get that information to Ba-Sing-Se.  Aang, wait!",211,24.0
4754,Sokka," You think if we dig out the giant owl, he'll give us a ride?",211,14.0
4755,Zuko, Maybe we should make camp.,211,5.0
4756,Iroh,"  What now?   No, please, don't stop for me! ",211,8.0
4757,Mongke, </b> If you're surprised we're here then the Dragon of the West has lost a few steps.,211,17.0
4758,Zuko, You know these guys? ,211,4.0
4759,Iroh, Sure. Colonel Mongke and the Rough Riders are legendary. Each one is a different kind of weapons specialist.  They are also a very capable singing group.,211,26.0
4760,Mongke, We're not here to give a concert. We're here to apprehend fugitives!,211,12.0
4761,Iroh," Would you like some tea first? I'd love some. How about you, Kachi?  I make you as a jasmine man. Am I right? ",211,23.0
4762,Mongke, Enough stalling! Round 'em up!,211,5.0
4763,Iroh, </b> It's nice to see old friends.,211,7.0
4764,Zuko, Too bad you don't have any old friends that don't want to attack you.,211,14.0
4765,Iroh, Hmm... Old friends that don't want to attack me...,211,9.0
4766,Sokka,  Can't you watch where you're -,211,6.0
4767,Toph, No.,211,1.0
4768,Sokka, Right. Sorry.,211,2.0
4769,Katara," Come on guys, we've got to stick together.",211,8.0
4770,Sokka," If I sweat any more, I don't think sticking together will be a problem.",211,14.0
4771,Toph," Katara, can I have some water?",211,6.0
4772,Katara," Okay, but we've got to try to conserve it.",211,9.0
4773,Sokka, We're drinking your bending water? You used this on the swamp guy!,211,12.0
4774,Toph, It does taste swampy.,211,4.0
