,character_list,dialogue_list,episode_code,word_count
962,Aang," So, what do you want me to do exactly?",107,9.0
963,Old Man, Who better to resolve a crisis between our world and the spirit world than the Avatar himself? You are the great bridge between man and spirits.,107,26.0
964,Aang, Right...that's me.,107,2.0
965,Katara," Aang, you seem a little unsure about all this.  Hey, ‘great bridge guy', can I talk to you over here for a second?",107,23.0
966,Aang," Yeh, that might be because I don't know anything at all about the spirit world.  It's not like there's someone to teach me this stuff!",107,25.0
967,Katara," So, can you help these people?",107,6.0
968,Aang," I have to try, don't I? Maybe whatever I have to do will just... come to me.",107,17.0
969,Katara," I think you can do it, Aang.",107,7.0
970,Sokka," Yehhh, we're all gonna get eaten by a spirit monster.",107,10.0
971,Iroh," A meadow vole! I should have known. You startled me, little one.  Ehh, seems I've dozed off and missed my nephew's deadline, but it was a very sweet nap.   Uh? Who's there?",107,32.0
972,Soldier, He's a Fire Nation soldier.,107,5.0
973,Captain," He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West, the once great General Iroh, but now, he's our prisoner.",107,25.0
974,Aang," Hello? Spirit, can you hear me? This is the Avatar speaking. I'm... here to try to help stuff.",107,18.0
975,Sokka, This isn't right. We can't sit here and cower while Aang waits for some monster to show up.,107,18.0
976,Old Man," If anyone can save us, he can.",107,7.0
977,Sokka, He still shouldn't have to face this alone.,107,8.0
978,Aang," Okay. Well, I guess that's settled then.<u  The sun has set. Where are you, Hei-Bai? Well, spirit, uh, I hereby ask you to please leave this village in peace! ",107,29.0
979,Chief, The Avatar's methods are...  unusual.,107,5.0
980,Sokka, It doesn't seem too interested in what he's saying. Maybe we should go help him?,107,15.0
981,Old Man," No, only the Avatar stands a chance against the Hei-Bai.",107,10.0
982,Katara," Aang will figure out the right thing to do, Sokka.",107,10.0
983,Aang," I'm just trying to do my job as spirit bridge. Excuse me, would you please turn around? I command you to turn around now!  Please, would you stop destroying things and listen? ",107,32.0
984,Sokka, That's it! He needs help! ,107,5.0
985,Katara, Sokka wait!,107,2.0
986,Old Man, It's not safe!,107,3.0
987,Sokka, Hei-Bai! Over here!,107,3.0
988,Aang," Sokka, go back!",107,3.0
989,Sokka," We'll fight him together, Aang.",107,5.0
990,Aang, I don't wanna fight him unless I – huh!,107,9.0
991,Katara, Sokka!,107,1.0
992,Zuko," Uncle! Uncle, where are you?",107,5.0
993,Soldier," Sir, maybe he thought you left without him?",107,8.0
994,Zuko, Something's not right here.  That pile of rocks...,107,8.0
995,Soldier," It looks like there's been a landslide, sir.",107,8.0
996,Zuko, Land doesn't slide uphill. Those rocks didn't move naturally. My uncle's been captured by earthbenders!,107,15.0
997,Sokka," Help!  Aang, over here!",107,4.0
998,Aang," Sokka!  I failed.  Hang on, Sokka!",107,6.0
999,Iroh, Where are you taking me?,107,5.0
1000,Captain, We're taking you to face justice.,107,6.0
1001,Iroh," Right. But where, specifically?",107,4.0
1002,Captain," A place you're quite familiar with, actually. You once laid siege to it for 600 days, but it would not yield to you.",107,23.0
1003,Iroh, Ah! The great city of Ba-Sing-Se.,107,6.0
1004,Captain," It was greater than you were, apparently.",107,7.0
1005,Iroh," I acknowledged my defeat at Ba-Sing-Se! After 600 days away from home, my men were tired and I was tired,  and I'm still tired.",107,24.0
1006,Old Man, I'm sure they'll be back.,107,5.0
1007,Katara, I know.,107,2.0
1008,Old Man, You should get some rest.,107,5.0
1009,Katara, Everything's gonna be okay.,107,4.0
1010,Old Man, Your brother is in good hands. I would be shocked if the Avatar returned without him.,107,16.0
1011,Aang," Katara, Katara I lost him.",107,5.0
1012,Old Man, The sun is rising. Perhaps he will return soon.,107,9.0
1013,Aang," I'm in the spirit world!  What? No, I'm right here! Grrr!!!",107,11.0
1014,Zuko," Yup, that's Uncle Iroh.",107,4.0
1015,Aang," Appa! Hey buddy, I'm right here. But, I guess you can't see me either.  I'll figure this out, Katara, I promise. Like they said, I'm the bridge between the worlds, right? All I have to do is... figure out what I have to do. But once I do that, no problem!",107,51.0
1016,Katara," It's ok, Appa. I'm sure they're on their way back. I bet they even found you a bunch of moon peaches for a treat.",107,24.0
1017,Aang," Avatar Roku, how can I talk to you?  What am I supposed to do?",107,14.0
1018,Captain, What's the problem?,107,3.0
1019,Iroh," Nothing. Actually, there is a bit of a problem. My old joints are feeling sore and achy and these shackles are too loose.",107,23.0
1020,Captain, Too loose?,107,2.0
1021,Iroh, That's right. The cuffs are loose and they jangle around and bump my wrists. It would help me if you would tighten them so they wouldn't shake around so much.,107,30.0
1022,Captain," Very well. Corporal, tighten the prisoner's hand cuffs.",107,8.0
1023,Aang," I don't understand. This is just a statue of Roku.  Hey, what are you doing!? Ahhhh!!! ",107,16.0
1024,Soldier," He is too dangerous, Captain. We can't just carry him to the capital. We have to do something now.",107,19.0
1025,Captain, I agree. He must be dealt with immediately and severely.,107,10.0
1026,Katara," It's no use, Appa. I don't see them anywhere. Our best hope is to go back to the village and wait.",107,21.0
1027,Zuko, The Avatar!,107,2.0
1028,Katara, You're back! Where's Sokka?,107,4.0
1029,Aang, I'm not sure. ,107,3.0
1030,Captain, These dangerous hands must be crushed.,107,6.0
1031,Iroh," Excellent form, Prince Zuko.",107,4.0
1032,Zuko, You taught me well.,107,4.0
1033,Captain," Surrender yourselves, it's five against two. You're clearly outnumbered.",107,9.0
1034,Iroh," Uh, that's true, but you are clearly outmatched!",107,8.0
1035,Zuko, Now would you please put on some clothes!,107,8.0
1036,Katara," Aang, what are you doing? Run!",107,6.0
1037,Aang, You're the spirit of this forest. Now I understand. You're upset and angry because your home was burned down. When I saw the forest had burned I was sad and upset. But my friend gave me hope that the forest would grow back.,107,43.0
1038,Katara, Sokka!,107,1.0
1039,Sokka, What happened?,107,2.0
1040,Katara, You were trapped in the Spirit world for 24 hours. How are you feeling?,107,14.0
1041,Sokka, Like I seriously need to use the bathroom!,107,8.0
1042,Chief," Thank you, Avatar. If there only were a way to repay you for what you've done.",107,16.0
1043,Sokka, You could give us some supplies and some money.,107,9.0
1044,Katara, Sokka!,107,1.0
1045,Sokka, What? We need stuff.,107,4.0
1046,Chief, It would be an honor to help you prepare for your journey. ,107,12.0
1047,Katara," I'm so proud of you, Aang. You figured out what to do all on your own.",107,16.0
1048,Aang," Actually, I did have a little help. And there's something else. ",107,11.0
1049,Sokka, What is it?,107,3.0
1050,Aang, I need to talk to Roku and I think I've found a way to contact his spirit.,107,17.0
1051,Katara, That's great!,107,2.0
1052,Sokka," Creepy, but great.",107,3.0
1053,Aang," There's a temple on a crescent shaped island, and if I go there on the solstice I'll be able to speak with him.",107,23.0
1054,Katara," But, the solstice is tomorrow.",107,5.0
1055,Aang," Yeh, and there's one more problem. The island is in the Fire Nation.",107,13.0
1056,Aang ," Let's go Appa! Come on, boy!",108,6.0
1057,Appa, GRRRRRRR,108,1.0
1058,Aang," Look, I'm sorry, but Katara and Sokka aren't coming to the Fire Nation with us. If they got hurt, I'd never forgive myself.  So get your big butt off the ground and let's go!",108,34.0
1059,Sokka, I think his big butt is trying to tell you something.,108,11.0
1060,Katara," Please don't go, Aang. The world can't afford to lose you to the Fire Nation. Neither can I.(",108,18.0
1061,Aang, But I have to talk to Avatar Roku to find out what my vision means. I need to get to the Fire Temple before the sun sets on the Solstice. That's today. ,108,32.0
1062,Katara," We're not letting you go into the Fire Nation, Aang.",108,10.0
1063,Sokka, EWWWWW  At least not without your friends. We got your back.,108,11.0
1064,Chief, It's a long journey to the Crescent Island.  You'll have to fly fast to have any chance of making it befor/ie sundown. Good luck.,108,24.0
1065,Aang," Thank you, for your...",108,4.0
1066,Chief , Go!,108,1.0
1067,Zuko, Having trouble sleeping?  Seen the Avatar lately?,108,7.0
1068,Aang," Come on, boy! We've got a long way to go! Faster! ",108,11.0
1069,Iroh," Sailing into Fire Nation waters... of all the foolish things you have done in your 16 years, Prince Zuko, this is the most foolish.",108,24.0
1070,Zuko," I have no choice, Uncle.",108,5.0
1071,Iroh, Have you completely forgotten that the Fire Lord banished you?!?!?  What if you're caught?,108,14.0
1072,Zuko, I'm chasing the Avatar. My father will understand why I'm returning home.,108,12.0
1073,Iroh, You give him too much credit. My brother is not the understanding type.,108,13.0
1074,Zuko," There they are! Helmsman, full steam ahead!",108,7.0
1075,Katara," Aang, we got trouble.",108,4.0
1076,Sokka," Yeah, and its gaining fast!",108,5.0
1077,Iroh," Really, Prince Zuko, couldn't you shoot them down with something more fragrant?",108,12.0
1078,Zuko, On my mark.........Fire!,108,3.0
1079,Katara, Fire ball!,108,2.0
1080,Aang, I'm on it! ,108,3.0
1081,Katara, We have to get out of Zuko's range before he shoots another hot stinker at us!,108,16.0
1082,Sokka, Can't you make Appa go any faster?,108,7.0
1083,Aang," Yeah, but there's just one little problem.",108,7.0
1084,Zuko, A blockade!,108,2.0
1085,Iroh, Technically you are still in Earth Kingdom waters. Turn back now and they cannot arrest you.,108,16.0
1086,Aang, If we fly north we can go around the Fire Nation ships and avoid the blockade. It's the only way.,108,20.0
1087,Katara, There's no time.,108,3.0
1088,Aang, This is exactly why I didn't want you to come. Its too dangerous.,108,13.0
1089,Katara, And that's exactly why we're here.,108,6.0
1090,Sokka, Let's run this blockade.,108,4.0
1091,Aang, Appa! Yip! Yip!,108,3.0
1092,Zuko, He's not turning around.,108,4.0
1093,Iroh," Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do. Do not follow the Avatar.",108,20.0
1094,Zuko," I'm sorry, Uncle.  Run the blockade!",108,6.0
1095,Zhao, The Avatar...and the banished Prince. This must be my lucky day.,108,11.0
1096,Soldier," Commander Zhao, what are your orders?",108,6.0
1097,Zhao, Shoot the Bison down.,108,4.0
1098,Soldier," But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?",108,17.0
1099,Zhao, So be it.  It belongs to a traitor.  Ignite!  Launch!!!,108,10.0
1100,Aang, Appa! Are you ok?,108,4.0
1101,Appa, Grrrrrr!,108,1.0
1102,Engine Master," Prince Zuko, the engines are damaged! We need to stop and make repairs!",108,13.0
1103,Zuko, Do not stop this ship.,108,5.0
1104,Zhao, Ready......  Launch!,108,2.0
1105,Aang, We made it!!!,108,3.0
1106,Sokka, We got into the Fire Nation.........Great...,108,6.0
1107,Soldier," Where do you think the Avatar is headed, Sit?",108,9.0
1108,Zhao, I'm not sure.  But I bet a certain banished prince will know.(,108,12.0
1109,Iroh, We're on a collision course!,108,5.0
1110,Zuko, We can make it!,108,4.0
1111,Soldier," The boarding party is ready to apprehend Prince Zuko, Sir.",108,10.0
1112,Zhao, Wait. Cut the engines. Let them pass.,108,7.0
1113,Soldier, Sir?,108,1.0
1114,Aang, You did it buddy. Nice flying.  There it is! The island Roku's dragon took me to!,108,16.0
1115,Katara , Oh! You must be tired!,108,5.0
1116,Katara, I was talking to Appa.,108,5.0
1117,Sokka," I don't see any guards.  Well, I was talking to Momo.",108,11.0
1118,Katara, The Fire Nation must have abandoned the temple when Avatar Roku died.,108,12.0
1119,Aang, Its almost sundown. We'd better hurry.,108,6.0
1120,Sokka, Wait......I think I heard something.,108,5.0
1121,Fire Sage, We are the Fire Sages. Guardians of the temple of the Avatar.,108,12.0
1122,Aang, Great! I am the Avatar.,108,5.0
1123,Fire Sage, We know.,108,2.0
1124,Aang, I'll hold them off. Run!,108,5.0
1125,Fire Sage," If the Avatar contacts Roku, there's no telling how powerful the boy will become. Split up and find him!",108,19.0
1126,Aang, Follow me!,108,2.0
1127,Sokka, Do you know where you're going?,108,6.0
1128,Aang, Nope!  Wrong way!,108,3.0
1129,Shyu, I don't want to fight you. I am a friend.  Come back!(,108,12.0
1130,Sokka, Firebenders aren't our friends.,108,4.0
1131,Shyu," I know why you're here, Avatar.",108,6.0
1132,Aang, You do?,108,2.0
1133,Shyu, Yes.  You wish to speak to Avatar Roku. I can take you to him.,108,14.0
1134,Aang, How?,108,1.0
1135,Shyu , This way.,108,2.0
1136,Shyu, Time is running out. Quickly!,108,5.0
1137,Zuko," What's he up to, Uncle? Why didn't Commander Zhao arrest me?",108,11.0
1138,Iroh, Because he wants to follow you. He knows you'll lead him to the prize you're both after...the Avatar.,108,18.0
1139,Zuko," If Zhao wants to follow our trail of smoke, then that's exactly what I'll let him do.",108,17.0
1140,Shyu, Avatar Roku once called this temple his home. He formed these secret passages out of the magma.,108,17.0
1141,Aang, Did you know Avatar Roku?,108,5.0
1142,Shyu, No. But my grandfather knew him. Many generations of Fire Sages guarded this temple long before me. We all have a strong spiritual connection to this place.,108,27.0
1143,Aang, Is that how you knew I was coming?,108,8.0
1144,Shyu," A few weeks ago, an amazing thing occurred. The statue of Avatar Roku, its eyes...began to glow!",108,17.0
1145,Katara, That's when we were at the Air Temple. Avatar Roku's eyes were glowing there too! ,108,15.0
1146,Shyu," At that moment, we knew you had returned to the world.",108,11.0
1147,Aang," If this is the Avatar's temple, why did the Sages attack me?",108,12.0
1148,Shyu," Things have changed. In the past, the Sages were loyal only to the Avatar. When Roku died, the Sages eagerly awaited for the next Avatar to return. But he never came.",108,31.0
1149,Aang, They were waiting for me.,108,5.0
1150,Sokka," Hey, don't feel bad. You're only a hundred years late.",108,10.0
1151,Shyu," They lost hope the Avatar would ever return. When Fire Lord Sozen began the war, my grandfather and the other Sages were forced to follow him.  I never wanted to serve the Fire Lord. When I learned you were coming, I knew I would have to betray the other Sages.",108,50.0
1152,Aang, Thank you for helping me.,108,5.0
1153,Shyu," NO!  We'll follow these stairs to the sanctuary.  Once you're inside, wait for the light to hit Avatar Roku's statue. Only then will you be able to speak with him.",108,30.0
1154,Aang," Shyu, what's wrong?",108,3.0
1155,Shyu," The sanctuary doors, they're closed.",108,5.0
1156,Katara, Can't you just open them with firebending? Like you opened that other door?,108,13.0
1157,Shyu, No. Only a fully realized Avatar is powerful enough to open this door alone. Otherwise the Sages must open the doors together with five simultaneous fire blasts.,108,27.0
1158,Sokka," Five fire blasts, huh? ( I think I can help you out.",108,12.0
1159,Zuko," Uncle, keep heading north. Zhao will follow the smoke trail while I use it as a cover.",108,17.0
1160,Iroh, Hmmmm,108,1.0
1161,Sokka," This is a little trick I picked up from my father. I seal the lamp oil inside an animal skin casing, Shyu lights the oil soaked twine and tada! Fake firebending!",108,31.0
1162,Katara," You've really outdone yourself this time, Sokka.",108,7.0
1163,Shyu," The Sages will hear the explosions, so as soon as they go off, you rush in.  This might actually work.",108,20.0
1164,Katara, Its almost sunset. Are you ready?,108,6.0
1165,Aang, They're still locked.  Definitely.,108,4.0
1166,Shyu, It didn't work.,108,3.0
1167,Aang, Why won't it open! Aargh!,108,5.0
1168,Katara," Aang, stop! There's nothing else we can do.",108,8.0
1169,Aang, I'm sorry I put you through all this for nothing.,108,10.0
1170,Sokka, I don't get it. That blast looked as strong as any firebending I've seen.,108,14.0
1171,Katara, Sokka! You're a genius!,108,4.0
1172,Aang," Wait, how is Sokka genius? His plan didn't even work.",108,10.0
1173,Sokka," Come on Aang, let her dream.",108,6.0
1174,Katara, You're right. Sokka's plan didn't work...but it looks like it did.,108,11.0
1175,Aang, Did the definition of “genius” change in the last hundred years? ,108,11.0
1176,Shyu, Hurry! The Avatar has entered the sanctuary.,108,7.0
1177,Fire Sage, How did he get in?,108,5.0
1178,Shyu, I don't know. But look at the scorch marks and down there!,108,12.0
1179,Fire Sage, It's the Avatar's lemur! He must have crawled through the pipes! We've been tricked!  He's inside. Open the doors immediately before he contacts Avatar Roku.,108,25.0
1180,Shyu," Now, Aang!",108,2.0
1181,Katara, Aang! Now's your chance!,108,4.0
1182,Zuko, Close the doors! Quickly!  The Avatar's coming with me!,108,9.0
1183,Katara, He made it!  Go!,108,4.0
1184,Aang, The light hits the statue and I talk to Roku. So why isn't anything happening?,108,15.0
1185,Zuko, Why isn't it working? It's sealed shut!,108,7.0
1186,Fire Sage, It must have been the light. Avatar Roku doesn't want us inside.,108,12.0
1187,Aang," Why isn't anything happening? I don't know what I'm doing! All I know is airbending! Please, Avatar Roku, talk to me!",108,21.0
1188,Roku," It's good to see you, Aang. What took you so long?",108,11.0
1189,Zuko, Why did you help the Avatar?,108,6.0
1190,Shyu, Because it was once the Sages' duty. It is still our duty. ,108,12.0
1191,Zhao, What a moving and heartfelt performance. I'm certain the Fire Lord will understand when you explain why you betrayed him.,108,20.0
1192,Fire Sage , Commander Zhao...,108,2.0
1193,Zhao," And Prince Zuko, it was a noble effort. But your little smoke screen didn't work. Two traitors, in one day, the Fire Lord will be pleased.",108,26.0
1194,Zuko," You're too late, Zhao. The Avatar's inside and the doors are sealed.",108,12.0
1195,Zhao," No matter. Sooner or later, he has to come out.",108,10.0
1196,Roku," I have something very important to tell you, Aang. That is why, when you were in the spirit world, I sent my dragon to find you.",108,26.0
1197,Aang, Is it about that vision? The one with the comet?,108,10.0
1198,Roku, Yes.,108,1.0
1199,Aang, What does it mean?,108,4.0
1200,Roku," One hundred years ago, Fire Lord Sozen used that comet to begin the war. He and his firebending army harnessed its incredible power and dealt a deadly first strike against the other nations. ",108,33.0
1201,Aang, So the comet made them stronger?,108,6.0
1202,Roku, Yes. Stronger than you could even imagine.,108,7.0
1203,Aang, But that happened a hundred years ago. What does the comet have to do with the war now? ,108,18.0
1204,Roku," Listen carefully.  Sozen's comet will return by the end of the summer. And Fire Lord Ozai will use its power to finish the war once and for all.  If he succeeds, even the Avatar won't be able to restore balance to the world. Aang, you must defeat the Fire Lord before the comet arrives.",108,54.0
1205,Aang," But I haven't even started learning waterbending, not to mention earth and fire.",108,13.0
1206,Roku," Mastering the elements takes years of discipline and practice. But if the world is to survive, you must do it by summer's end.",108,23.0
1207,Zhao," When those doors open, unleash all your firebending power.",108,9.0
1208,Katara, How's Aang going to make it out of this?,108,9.0
1209,Sokka, How're we going to make it out of this?,108,9.0
1210,Aang, What if I can't master all the elements in time? What if I fail?,108,14.0
1211,Roku," I know you can do it Aang, for you have done it before. The solstice is ending. We must go our separate ways...for now.",108,24.0
1212,Aang, But I won't be able to come back to the temple. What if I have questions? How will I talk to you? ,108,22.0
1213,Roku," I am a part of you. When you need to talk to me again, you will find a way.  A great danger awaits you at the temple.  I can help you face the threat.  But only if you are ready.",108,40.0
1214,Aang, I'm ready. ,108,2.0
1215,Zhao, Ready...,108,1.0
1216,Katara, No! Aang!,108,2.0
1217,Zhao, Fire!(,108,1.0
1218,Shyu, Avatar Roku's going to destroy the temple! We have to get out of here!  Avatar Roku!,108,16.0
1219,Katara, Not without Aang!,108,3.0
1220,Sokka, We got your back.,108,4.0
1221,Aang, Thanks. Where's Shyu?,108,3.0
1222,Katara, I don't know.,108,3.0
1223,Zhao, No prince. No Avatar. Apparently the only thing I do have is five traitors.,108,14.0
1224,Fire Sage," But Commander, only Shyu helped the Avatar.",108,7.0
1225,Zhao," Save your stories for the Fire Lord. As far as I'm concerned, you're all guilty! Take them to the prison hold!",108,21.0
1226,Sokka, Would you sit down? If we hit a bump you'll go flying off! What's bugging you anyway?,109,17.0
1227,Aang, It's what Avatar Roku said. I'm supposed to master all four elements before that comet arrives.,109,16.0
1228,Sokka," Well, let's see, you've pretty much mastered airbending and that only took you 112 years... I'm sure you can master three more elements by next summer.",109,26.0
1229,Aang, I haven't even started waterbending and we're still weeks away from the North Pole! What am I gonna do!?,109,19.0
1230,Katara," Calm down. It's going to be okay. If you want, I can try and teach you some of the stuff I know.",109,22.0
1231,Aang, You'd do that?,109,3.0
1232,Katara, We'll need to find a good source of water first.,109,10.0
1233,Sokka, Nice puddle.  Maybe we can find a puddle for you to splash in.,109,13.0
1234,Aang," Yehhh! Don't start without me, boy!",109,6.0
1235,Katara, Remember the reason we're here.,109,5.0
1236,Aang," Oh right, time to practice waterbending. ",109,6.0
1237,Sokka, Great. So what am I supposed to do?,109,8.0
1238,Aang, You could... clean the gunk out of Appa's toes?,109,9.0
1239,Sokka," So, while you guys are playing in the water, I'm supposed to be hard at work picking the mud out of a giant bison's feet?",109,25.0
1240,Aang, Mud and bugs!,109,3.0
1241,Sokka, Okay.,109,1.0
1242,Zuko, What's the meaning of this mutiny? No one told you to change course!  Someone's changing our course!,109,17.0
1243,Iroh," Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.",109,15.0
1244,Zuko, Is it something to do with the Avatar?,109,8.0
1245,Iroh, Even more urgent. It seems... I've lost my lotus tile.,109,10.0
1246,Zuko, Lotus tile?,109,2.0
1247,Iroh," For my Pai Sho game. Most people think the lotus tile insignificant, but it is essential for the unusual strategy that I employ.",109,23.0
1248,Zuko, You've changed our course for a stupid lotus tile? ,109,9.0
1249,Iroh," I'm lucky to have such an understanding nephew.  See, you, like most people, underestimate its value. Just give me ten minutes to check the merchants at this port of call. Hopefully they'll have the lotus tile in stock and I can get on with my life!",109,46.0
1250,Sokka," Yeh, don't get too happy. You gotta do me next.",109,10.0
1251,Katara," The key is getting the wrist movement right.  This is a pretty basic move, but it still took me months to perfect, so don't be frustrated if you don't get it right away. Just push and pull the water like this... ",109,41.0
1252,Aang, Like this?,109,2.0
1253,Katara," That's almost right, if you keep practicing, I'm sure eventually – ",109,11.0
1254,Aang," Hey, I'm bending it already!",109,5.0
1255,Katara," Wow, I can't believe you got that so quickly.  It took me two months to learn that move.",109,18.0
1256,Aang," Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.",109,18.0
1257,Katara, Thanks.,109,1.0
1258,Aang," So, what's next.",109,3.0
1259,Katara," It's harder than it looks so don't be disappointed if...  This is a more difficult move. I call it ""streaming the water.""",109,22.0
1260,Aang," Sorry. Well, don't stop now, keep'em coming!",109,7.0
1261,Katara," Well, I kinda know this one other move, but it's pretty hard. I haven't even totally figured it out yet. The idea is to create a big, powerful wave...",109,29.0
1262,Aang," So, like this?",109,3.0
1263,Sokka, Aang!,109,1.0
1264,Aang, Looks like I got the hang of that move! What else ya got?,109,13.0
1265,Katara, That's enough practicing for today.,109,5.0
1266,Sokka," Yeh, I'll say!  You just practiced our supplies down the river!",109,11.0
1267,Aang, Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.,109,13.0
1268,Sokka," We've got exactly three copper pieces left from the money that King Bumi gave us. Let's spend it wisely.  Ugh, it was hard enough when you were just an airbender.",109,30.0
1269,Aang," Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!",109,14.0
1270,Sokka," It doesn't even work.  See, even Momo thinks it's a piece of junk.",109,13.0
1271,Katara," No offense, Aang, but I'll hold the money from now on.",109,11.0
1272,Pirate Barker," Oh! You there! I can see by your clothing that you're world traveling types. Perhaps I can interest you in some exotic curios?  Earth Nation! Fire Nation! Water Nation! So long as bargains are your inclination, you're welcome here! Don't be shy, come one by!",109,45.0
1273,Aang, Sure! What are curios?,109,4.0
1274,Pirate Barker," I'm not entirely sure, but we got'em!",109,7.0
1275,Pirate Captain," I've never seen such a fine specimen of lemur. That beast would fetch me a hefty sum, if you'd be interested in bartering.",109,23.0
1276,Aang, Momo's not for sale.,109,4.0
1277,Katara," Look at this, Aang! It's a waterbending scroll. Check out these crazy moves!",109,13.0
1278,Aang, Where did you get a waterbending scroll?,109,7.0
1279,Pirate Captain, Let's just say I got it up north at a most reasonable price. Free!,109,14.0
1280,Sokka, Waaait a minute...sea-loving traders...with suspiciously acquired merchandise...and pet reptile birds...You guys are pirates!,109,13.0
1281,Pirate Barker, We prefer to think of ourselves as high risk traders.,109,10.0
1282,Katara," So, how much for the, uh, ""traded"" scroll?",109,8.0
1283,Pirate Captain," I've already got a buyer, a nobleman in the Earth Kingdom. Unless, of course, you kids have 200 gold pieces on ya right now?",109,24.0
1284,Aang," I know how to deal with these guys, Katara, pirates love to haggle. . Watch and learn.  What say to the price of... one copper piece!",109,26.0
1285,Pirate Captain, Hahaha! The price is 200 gold pieces. I don't haggle on items this rare.,109,14.0
1286,Aang, Okay – two copper pieces!,109,5.0
1287,Pirate Captain," It's not as amusing the second time, boy.",109,8.0
1288,Katara," Aang, can we get out of here, I feel like we're getting weird looks.",109,14.0
1289,Aang," What was that all about, Katara.  Aye, we be castin' off now!",109,12.0
1290,Sokka," Yeh, I was just starting to browse through their boomerang collection.",109,11.0
1291,Katara, I'll just feel a lot better once we get away from here.,109,12.0
1292,Pirate Barker," Hey you, get back here!",109,5.0
1293,Aang," Well, well, look who's come to their senses. Told ya the haggling would pay off.<u",109,15.0
1294,Katara, I...I don't think these pirates are here to trade with us!,109,11.0
1295,Random Pirate, Get back here!,109,3.0
1296,Pirate Barker, This way! Let's cut'em off!,109,5.0
1297,Cabbage Merchant, My cabbages!  This place is worse than Omashu!,109,8.0
1298,Random Pirate, I hope that lemur of yours has nine lives!,109,9.0
1299,Pirate Barker," Now, who gets to take the steel of my blade first?",109,11.0
1300,Aang, Hold on tight!  No thanks!,109,5.0
1301,Katara," Aang, I thought we were running away from the pirates!",109,10.0
1302,Aang," I used to kinda look up to pirates, but those guys are terrible.  Just hang on!",109,16.0
1303,Katara," I know, that's why I took – this!",109,8.0
1304,Aang, No way.,109,2.0
1305,Katara, Isn't it great?,109,3.0
1306,Sokka, No wonder they were trying to hack us up. You stole their waterbending scroll.,109,14.0
1307,Katara," I prefer to think of it as ""high-risk trading.""",109,9.0
1308,Aang," Haha! Good one, Katara.",109,4.0
1309,Katara," Sokka, where do you think they got it? They stole it from a waterbender.",109,14.0
1310,Sokka," It doesn't matter. You put all of our lives in danger just so you could learn some stupid, fancy splashes!",109,20.0
1311,Katara, These are real waterbending forms. You know how crucial it is for Aang to learn waterbending.,109,16.0
1312,Sokka, Whatever.,109,1.0
1313,Aang," Well, what's done is done. We have it. We might as well learn from it.",109,15.0
1314,Iroh, I've checked all the shops on this pier. Not a lotus tile in the entire marketplace.,109,16.0
1315,Zuko, It's good to know this trip was a complete waste of time for everyone!,109,14.0
1316,Iroh," Quite the contrary. I always say the only thing better than finding something you were looking for, is finding something you weren't looking for at a great bargain!",109,28.0
1317,Zuko, You bought a sumki horn?,109,5.0
1318,Iroh," This place looks promising!  For music night on the ship. Now, if we only had some woodwinds.",109,17.0
1319,Pirate Barker, We lost the Water Tribe girl and the little bald monk she was traveling with.,109,15.0
1320,Zuko," This monk, did he have an arrow on his head?",109,10.0
1321,Katara," ""The single water whip""... looks doable.  I just want to try this one move first and then it's all yours. ",109,20.0
1322,Sokka," I'm sorry, but you deserve that.  You've been duped. She's only interested in teaching herself.",109,15.0
1323,Katara, Why can't I get this stupid move!  Aang will get his turn once I figure out the water whip!,109,19.0
1324,Aang," You just gotta shift your weight through the stances...  There. See, the key to bending is...  You'll get it.",109,19.0
1325,Katara," Omigosh, Aang, I'm so sorry. I don't know what came over me. But, you know what, it won't happen again.  Here, this is yours. I don't want to have anything to do with it anymore.  Will you PLEASE shut your air hole! Believe it or not, your infinite wisdom gets a little old sometimes. Why don't we just throw the scroll away since you're so naturally gifted!  What? ",109,68.0
1326,Aang," It's okay, Katara",109,3.0
1327,Sokka, What about Momo? He's the real victim here.,109,8.0
1328,Katara, I'm sorry Momo.,109,3.0
1329,Sokka, And... what about me? There was that time you – ,109,10.0
1330,Katara, No more apologies!,109,3.0
1331,Pirate Captain, Shouldn't we stop to search the woods?,109,7.0
1332,Zuko," We don't need to stop. They stole a waterbending scroll, right?",109,11.0
1333,Pirate Captain, Uh huh.,109,2.0
1334,Zuko, Then they'll be on the water.,109,6.0
1335,Katara," Shoot! Come on water, work with me here!  Shh! Momo, go back to sleep.",109,14.0
1336,Zuko, Tell me where he is and I won't hurt you or your brother.  I'll save you from the pirates.<u,109,19.0
1337,Katara, Go jump in the river!,109,5.0
1338,Zuko," Try to understand, I need to capture to restore something I've lost. My honor. Perhaps in exchange I can restore something you've lost.",109,23.0
1339,Katara, My mother's necklace! How did you get that?,109,8.0
1340,Zuko," I didn't steal it, if that's what you're wondering. Tell me where he is.",109,14.0
1341,Katara, No!,109,1.0
1342,Pirate Captain, Enough of this necklace garbage. You promised the scroll!,109,9.0
